x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.0,0.0,0.0,-0.0003502368927001953,-0.06937837600708008,-0.01538350110962483,-0.02378392219543457,-0.14735710620880127,-0.02832969980403277,-0.03867638111114502,-0.2064206600189209,-0.04043127181097361,-0.04974329471588135,-0.26333677768707275,-0.05520775126382205,-0.06769275665283203,-0.1455913782119751,-0.041587955822194544,-0.08782368898391724,-0.20383340120315552,-0.07207612278028819,-0.09472888708114624,-0.26306217908859253,-0.09362209918066355,-0.09542977809906006,-0.31653034687042236,-0.10759906055494639,-0.0712735652923584,-0.11451762914657593,-0.04944868715568873,-0.09992054104804993,-0.1773574948310852,-0.07804147483869883,-0.10374072194099426,-0.23854219913482666,-0.09695595087572428,-0.10180157423019409,-0.29495078325271606,-0.11008350135847422,-0.06620532274246216,-0.07420969009399414,-0.05844956221147868,-0.0947594940662384,-0.1273522973060608,-0.08790760072037074,-0.09464102983474731,-0.17980581521987915,-0.10301979215904566,-0.08958539366722107,-0.2276785969734192,-0.11203443588777873,-0.053847670555114746,-0.030271828174591064,-0.06783821763559672,-0.07114291191101074,-0.07203888893127441,-0.09429923029705378,-0.07114759087562561,-0.11050289869308472,-0.10593493612572047,-0.0677817165851593,-0.14624571800231934,-0.11318417968317362
0.0,0.0,0.0,0.006721824407577515,-0.06320750713348389,-0.016101440731176808,-0.006400734186172485,-0.1533830761909485,-0.024724504295477345,-0.014563947916030884,-0.22238761186599731,-0.03177341850448556,-0.018161803483963013,-0.28008008003234863,-0.03934245588231988,-0.055535316467285156,-0.15781933069229126,-0.02058408440996118,-0.06718429923057556,-0.23880070447921753,-0.03924977438498445,-0.0698869526386261,-0.30731523036956787,-0.054278210121879056,-0.06777483224868774,-0.36198967695236206,-0.064023152310142,-0.05850204825401306,-0.15691906213760376,-0.02177898803699918,-0.07191035151481628,-0.2504207491874695,-0.03780080782223649,-0.0731329619884491,-0.32313913106918335,-0.05090281026411958,-0.07002189755439758,-0.38357698917388916,-0.05994216384340234,-0.05297321081161499,-0.1523032784461975,-0.024674877840766385,-0.06699883937835693,-0.23701190948486328,-0.04090633647490449,-0.06725955009460449,-0.30241864919662476,-0.05087454276133485,-0.06459131836891174,-0.3575882613658905,-0.05712914871025987,-0.04108518362045288,-0.14273476600646973,-0.028767908308395818,-0.04955708980560303,-0.201202392578125,-0.04300173776198335,-0.05024835467338562,-0.24696260690689087,-0.048929620850572064,-0.04839169979095459,-0.2896347641944885,-0.05241696195651002
0.0,0.0,0.0,0.011134475469589233,-0.07346206903457642,-0.004273003132340136,0.0027877986431121826,-0.16087597608566284,-0.007661617991772118,0.00043722987174987793,-0.22242683172225952,-0.012455701061782065,-0.0027749240398406982,-0.27412551641464233,-0.017846168183979216,-0.03605756163597107,-0.20109087228775024,-0.0038521957372097404,-0.03961500525474548,-0.2844594419002533,-0.01838699465363902,-0.03980866074562073,-0.34910720586776733,-0.03155093190937919,-0.03885778784751892,-0.40293410420417786,-0.040576732882556144,-0.03851437568664551,-0.1992742419242859,-0.010680357159372988,-0.04092928767204285,-0.2937524914741516,-0.023499748834666434,-0.039972007274627686,-0.3640935719013214,-0.03574108628302497,-0.03846806287765503,-0.4250030815601349,-0.04426442382603568,-0.033824265003204346,-0.18988919258117676,-0.01868437526493949,-0.03842386603355408,-0.2784450650215149,-0.0307949848261444,-0.03786340355873108,-0.3397442698478699,-0.037898301312026206,-0.03677564859390259,-0.3921374976634979,-0.04254686755805892,-0.023847460746765137,-0.17401456832885742,-0.027463759460744086,-0.030988574028015137,-0.2356371283531189,-0.03661697281270904,-0.03417190909385681,-0.27884411811828613,-0.039089798161086264,-0.035028040409088135,-0.31704258918762207,-0.04059340355664176
0.0,0.0,0.0,0.017993181943893433,-0.07894247770309448,0.008205274121507955,0.012331515550613403,-0.15430259704589844,0.008620118723854375,0.01112791895866394,-0.20027923583984375,0.0039789187737255816,0.01572456955909729,-0.2413136065006256,-0.0011395730528533932,-0.018824100494384766,-0.21114611625671387,0.01108540501599009,-0.011501461267471313,-0.29381105303764343,-0.0025638125355840202,0.0031429827213287354,-0.33699125051498413,-0.01568399183298652,0.019823312759399414,-0.368214875459671,-0.02486736699785297,-0.02409091591835022,-0.2087978720664978,-0.003509595988646197,-0.024894297122955322,-0.30692777037620544,-0.014284302478984046,-0.022085577249526978,-0.37311211228370667,-0.02675267308796947,-0.018855571746826172,-0.42761534452438354,-0.036421017719760584,-0.02383655309677124,-0.19755050539970398,-0.01931168325091903,-0.025743961334228516,-0.29562753438949585,-0.029678983612313914,-0.02482980489730835,-0.35775026679039,-0.038985295219674754,-0.024725347757339478,-0.4083669185638428,-0.04622215591217582,-0.018660038709640503,-0.18131732940673828,-0.03495718352343147,-0.020297467708587646,-0.24840089678764343,-0.04267633147384231,-0.022091329097747803,-0.29345905780792236,-0.04628876782800262,-0.023105740547180176,-0.33323410153388977,-0.04960980079914634
0.0,0.0,0.0,0.018686294555664062,-0.06452786922454834,0.008129688669839652,0.018148034811019897,-0.13888174295425415,0.009594821129837783,0.018408775329589844,-0.1881600022315979,0.006388166678050311,0.022703588008880615,-0.22505474090576172,0.0022939655379445867,-0.005305618047714233,-0.20480191707611084,0.010728915912011416,-0.001289963722229004,-0.29023683071136475,0.0018816365542875246,0.0006263554096221924,-0.34986668825149536,-0.006511665190657823,0.0023255348205566406,-0.398910254240036,-0.013355378302833287,-0.010585367679595947,-0.2068966031074524,-0.0029745698059855386,-0.009132474660873413,-0.3011510968208313,-0.012807174827059953,-0.007583945989608765,-0.36760392785072327,-0.02244036110033676,-0.007273167371749878,-0.42502716183662415,-0.029608108344575612,-0.012870818376541138,-0.1989496946334839,-0.017514353859326093,-0.013495922088623047,-0.29193639755249023,-0.02685363614847347,-0.011070609092712402,-0.3530738949775696,-0.034128695967694966,-0.010320067405700684,-0.4053018391132355,-0.03986821720292255,-0.011918455362319946,-0.18478107452392578,-0.03195586824705288,-0.01364472508430481,-0.24951714277267456,-0.03973671073009655,-0.013473957777023315,-0.2950247526168823,-0.04339071759869739,-0.012410730123519897,-0.3356691002845764,-0.04666411528279468
0.0,0.0,0.0,0.019093424081802368,-0.0669623613357544,0.009474109793373486,0.022009819746017456,-0.14590194821357727,0.01026388903177633,0.02820378541946411,-0.20096206665039062,0.006697330558964154,0.039858877658843994,-0.24001449346542358,0.0021926000996614903,0.0026088058948516846,-0.1961846947669983,0.00702930421597614,0.005364894866943359,-0.2795688509941101,-0.002025457396811703,0.007578641176223755,-0.33760952949523926,-0.009989160177937606,0.010111331939697266,-0.38413384556770325,-0.016244497215083697,-0.0016445517539978027,-0.19450139999389648,-0.0066442024611745865,0.000516742467880249,-0.28661948442459106,-0.015275433724454501,0.002551823854446411,-0.35100963711738586,-0.023632617732218364,0.004300415515899658,-0.4063096046447754,-0.030099630420735934,-0.005101799964904785,-0.18331006169319153,-0.020447883819869617,-0.004086971282958984,-0.2755175232887268,-0.02817388630442963,-0.0006878077983856201,-0.3334023058414459,-0.03376099473767624,0.001799464225769043,-0.383212149143219,-0.03881404927902565,-0.006850510835647583,-0.16540756821632385,-0.03387252992921219,-0.006213366985321045,-0.22382128238677979,-0.04074468842678414,-0.005018323659896851,-0.26469874382019043,-0.04335662356548653,-0.003146946430206299,-0.30173200368881226,-0.045905675803950885
0.0,0.0,0.0,0.017918646335601807,-0.06162881851196289,0.009976180602208728,0.021563023328781128,-0.13345634937286377,0.012072308320895786,0.022501468658447266,-0.17990225553512573,0.009742233302787895,0.022859305143356323,-0.21801140904426575,0.006459189445124025,0.0042445361614227295,-0.18886131048202515,0.009438734833494777,0.010459572076797485,-0.27002614736557007,0.0012761911902288148,0.014379113912582397,-0.3283987045288086,-0.006347094330592995,0.017630457878112793,-0.37606532871723175,-0.012303391139610653,0.0015992522239685059,-0.18858611583709717,-0.004245256207539683,0.007766097784042358,-0.2793833613395691,-0.012277964170678501,0.011920928955078125,-0.34374023973941803,-0.020810301083727722,0.014812260866165161,-0.4001494348049164,-0.02735545546154583,0.00036963820457458496,-0.18060040473937988,-0.018135954294010048,0.005846679210662842,-0.2717701196670532,-0.025720382708712464,0.010419458150863647,-0.32995837926864624,-0.03201061360876167,0.01305273175239563,-0.37972261011600494,-0.0371464664522847,0.00147169828414917,-0.16711121797561646,-0.031621413904829865,0.00310632586479187,-0.231164813041687,-0.03871485092084015,0.004741311073303223,-0.27368491888046265,-0.04181197904388512,0.006566375494003296,-0.3108895421028137,-0.04439526297490204
0.0,0.0,0.0,0.01273280382156372,-0.06278842687606812,0.010362710092721272,0.014266818761825562,-0.14417502284049988,0.013341759551821042,0.013248473405838013,-0.1968119740486145,0.012175996076820184,0.01243099570274353,-0.24182406067848206,0.010389487479386617,0.003812164068222046,-0.18224143981933594,0.007021402229128171,0.012719333171844482,-0.2652326226234436,-0.001333888749087464,0.018595129251480103,-0.324892520904541,-0.008004262823106956,0.023463428020477295,-0.3727336972951889,-0.012908220070841026,0.001770108938217163,-0.1813218891620636,-0.00605322305435152,0.011540651321411133,-0.27394306659698486,-0.013837982680144023,0.018107354640960693,-0.3396710604429245,-0.020759346674623202,0.023041218519210815,-0.3954848051071167,-0.025880022685470294,0.002991020679473877,-0.17308872938156128,-0.01914977167123766,0.0118638277053833,-0.2645460367202759,-0.025236778672280025,0.01799890398979187,-0.32350505888462067,-0.030154580961408328,0.02175438404083252,-0.37373489141464233,-0.03448608775013895,0.007854074239730835,-0.16028326749801636,-0.031897215883674335,0.011846691370010376,-0.22317734360694885,-0.03728425760144205,0.014145433902740479,-0.26607778668403625,-0.03973642621511431,0.01659977436065674,-0.30401599407196045,-0.04198566709035845
0.0,0.0,0.0,0.012179791927337646,-0.06113126873970032,0.0065151550578832484,0.015845656394958496,-0.14298227429389954,0.008217338915443406,0.017295002937316895,-0.19651532173156738,0.006342428713566051,0.01811477541923523,-0.24295026063919067,0.004330610833591209,0.00010830163955688477,-0.17970162630081177,0.004626797023689733,0.01250872015953064,-0.2638865113258362,-0.005549504444473996,0.021031975746154785,-0.3262394815683365,-0.01307599574747087,0.027712881565093994,-0.374794602394104,-0.018162044253671183,-0.0020809173583984375,-0.1796955168247223,-0.0071013635252654694,0.012970596551895142,-0.2738955616950989,-0.01693846334191562,0.022887706756591797,-0.34131771326065063,-0.024836594727361216,0.030058622360229492,-0.39823076128959656,-0.029951466735923304,0.0012812316417694092,-0.17347490787506104,-0.01928967845114471,0.014087408781051636,-0.2671443521976471,-0.02725626763375999,0.022961020469665527,-0.33008386194705963,-0.03334470142098667,0.028970867395401,-0.38368819653987885,-0.03762885604473354,0.010050028562545776,-0.16333433985710144,-0.031460442137444034,0.016316920518875122,-0.23077136278152466,-0.03746432114812137,0.020282208919525146,-0.27626898884773254,-0.040209897350990786,0.02435961365699768,-0.31609509885311127,-0.04223416794511081
0.0,0.0,0.0,0.007827848196029663,-0.06003734469413757,0.004875734805779075,0.012864381074905396,-0.14500218629837036,0.00620691188024125,0.01811090111732483,-0.20200687646865845,0.004420280348227834,0.021736502647399902,-0.2491169571876526,0.0024171584599628204,0.0009836256504058838,-0.17940711975097656,0.0025508060433878654,0.014806002378463745,-0.2626556158065796,-0.007595580645187283,0.02368214726448059,-0.32333825528621674,-0.01481543585313716,0.030524253845214844,-0.37174640595912933,-0.019742093157304907,-0.00010719895362854004,-0.1778603494167328,-0.008217572342886115,0.01590782403945923,-0.2725657522678375,-0.018505388047827864,0.026503056287765503,-0.3398843854665756,-0.026431073542966033,0.0341322124004364,-0.39686666429042816,-0.03151770040048518,0.004302799701690674,-0.1689639687538147,-0.01954924232913413,0.018012672662734985,-0.2620841860771179,-0.02876013062549987,0.027077198028564453,-0.32573549449443817,-0.035349832024706984,0.03274017572402954,-0.3797057121992111,-0.03965671464456477,0.014012843370437622,-0.15688416361808777,-0.03084363147272029,0.021784156560897827,-0.22680574655532837,-0.03790026634587207,0.025940299034118652,-0.27338331937789917,-0.04130961104883113,0.02954000234603882,-0.3143188804388046,-0.04373270004643359
